SenderNodeId,SenderNodeName,DestinatioNodeId,DestinationNodeName,StarTime,EndTime,Duration,TaskId,TaskName
0,A,-1,,364.573327601942,364.657215601942,0.083888,6,rectifyImage1
0,A,-1,,312.479439681942,312.563327681942,0.083888,6,rectifyImage1
0,A,-1,,260.385551761942,260.469439761942,0.083888,6,rectifyImage1
0,A,-1,,208.291663841942,208.375551841942,0.083888,6,rectifyImage1
0,A,-1,,156.197775921942,156.281663921942,0.083888,6,rectifyImage1
0,A,-1,,104.103888001942,104.187776001942,0.083888,6,rectifyImage1
0,A,-1,,52.010000081942,52.093888081942,0.083888,6,rectifyImage1
1,B,-1,,364.9337983216,365.0176863216,0.083888,3,rectifyImage2
1,B,-1,,312.7898372016,312.8737252016,0.083888,3,rectifyImage2
1,B,-1,,260.6258608816,260.7097488816,0.083888,3,rectifyImage2
1,B,-1,,208.4718992016,208.5557872016,0.083888,3,rectifyImage2
1,B,-1,,156.3279380816,156.4118260816,0.083888,3,rectifyImage2
1,B,-1,,104.1739764016,104.2578644016,0.083888,3,rectifyImage2
1,B,-1,,52.0300152816,52.1139032816,0.083888,3,rectifyImage2
1,B,0,A,364.573327601371,364.657215521942,0.0838879,6,rectifyImage1
1,B,0,A,312.479439681371,312.563327601942,0.0838879,6,rectifyImage1
1,B,0,A,260.385551761371,260.469439681942,0.0838879,6,rectifyImage1
1,B,0,A,208.291663841371,208.375551761942,0.0838879,6,rectifyImage1
1,B,0,A,156.197775921371,156.281663841942,0.0838879,6,rectifyImage1
1,B,0,A,104.103888001371,104.187775921942,0.0838879,6,rectifyImage1
1,B,0,A,52.010000081371,52.093888001942,0.0838879,6,rectifyImage1
2,C,1,B,364.5733276008,364.657215521371,0.0838879,6,rectifyImage1
2,C,1,B,312.4794396808,312.563327601371,0.0838879,6,rectifyImage1
2,C,1,B,260.3855517608,260.469439681371,0.0838879,6,rectifyImage1
2,C,1,B,208.2916638408,208.375551761371,0.0838879,6,rectifyImage1
2,C,1,B,156.1977759208,156.281663841371,0.0838879,6,rectifyImage1
2,C,1,B,104.1038880008,104.187775921371,0.0838879,6,rectifyImage1
2,C,1,B,52.0100000808,52.093888001371,0.0838879,6,rectifyImage1
3,D,4,E,365.08774536,365.0877600008,1.46408e-005,0,iMU
3,D,4,E,365.07773072,365.0777453608,1.46408e-005,0,iMU
3,D,4,E,365.05771608,365.0577307208,1.46408e-005,0,iMU
3,D,4,E,365.04770144,365.0477160808,1.46408e-005,0,iMU
3,D,4,E,365.0376868,365.0377014408,1.46408e-005,0,iMU
3,D,4,E,365.02768624,365.0276868008,5.608e-007,4,altimeter
3,D,4,E,364.93379832,365.0176862408,0.0838879,3,rectifyImage2
3,D,4,E,312.93378368,312.9337983208,1.46408e-005,0,iMU
3,D,4,E,312.92376904,312.9237836808,1.46408e-005,0,iMU
3,D,4,E,312.9037544,312.9037690408,1.46408e-005,0,iMU
3,D,4,E,312.89373976,312.8937544008,1.46408e-005,0,iMU
3,D,4,E,312.88372512,312.8837397608,1.46408e-005,0,iMU
3,D,4,E,312.7898372,312.8737251208,0.0838879,3,rectifyImage2
3,D,4,E,260.78982256,260.7898372008,1.46408e-005,0,iMU
3,D,4,E,260.77980792,260.7798225608,1.46408e-005,0,iMU
3,D,4,E,260.75979328,260.7598079208,1.46408e-005,0,iMU
3,D,4,E,260.74979272,260.7497932808,5.608e-007,4,altimeter
3,D,4,E,260.73977808,260.7397927208,1.46408e-005,0,iMU
3,D,4,E,260.72976344,260.7297780808,1.46408e-005,0,iMU
3,D,4,E,260.7197488,260.7197634408,1.46408e-005,0,iMU
3,D,4,E,260.62586088,260.7097488008,0.0838879,3,rectifyImage2
3,D,4,E,208.62584624,208.6258608808,1.46408e-005,0,iMU
3,D,4,E,208.6058316,208.6058462408,1.46408e-005,0,iMU
3,D,4,E,208.59581696,208.5958316008,1.46408e-005,0,iMU
3,D,4,E,208.58580232,208.5858169608,1.46408e-005,0,iMU
3,D,4,E,208.57578768,208.5758023208,1.46408e-005,0,iMU
3,D,4,E,208.56578712,208.5657876808,5.608e-007,4,altimeter
3,D,4,E,208.4718992,208.5557871208,0.0838879,3,rectifyImage2
3,D,4,E,156.47188456,156.4718992008,1.46408e-005,0,iMU
3,D,4,E,156.45186992,156.4518845608,1.46408e-005,0,iMU
3,D,4,E,156.44185528,156.4418699208,1.46408e-005,0,iMU
3,D,4,E,156.43184064,156.4318552808,1.46408e-005,0,iMU
3,D,4,E,156.421826,156.4218406408,1.46408e-005,0,iMU
3,D,4,E,156.32793808,156.4118260008,0.0838879,3,rectifyImage2
3,D,4,E,104.32792344,104.3279380808,1.46408e-005,0,iMU
3,D,4,E,104.3079088,104.3079234408,1.46408e-005,0,iMU
3,D,4,E,104.29789416,104.2979088008,1.46408e-005,0,iMU
3,D,4,E,104.2878936,104.2878941608,5.608e-007,4,altimeter
3,D,4,E,104.27787896,104.2778936008,1.46408e-005,0,iMU
3,D,4,E,104.26786432,104.2678789608,1.46408e-005,0,iMU
3,D,4,E,104.1739764,104.2578643208,0.0838879,3,rectifyImage2
3,D,4,E,52.17396176,52.1739764008,1.46408e-005,0,iMU
3,D,4,E,52.15394712,52.1539617608,1.46408e-005,0,iMU
3,D,4,E,52.14393248,52.1439471208,1.46408e-005,0,iMU
3,D,4,E,52.13391784,52.1339324808,1.46408e-005,0,iMU
3,D,4,E,52.1239032,52.1239178408,1.46408e-005,0,iMU
3,D,4,E,52.03001528,52.1139032008,0.0838879,3,rectifyImage2
3,D,4,E,0.02001472,0.0200152808,5.608e-007,4,altimeter
3,D,4,E,0.01000008,0.0100147208,1.46408e-005,0,iMU
4,E,-1,,365.0877453608,365.0877600808,1.472e-005,0,iMU
4,E,-1,,365.0777307208,365.0777454408,1.472e-005,0,iMU
4,E,-1,,365.0577160808,365.0577308008,1.472e-005,0,iMU
4,E,-1,,365.0477014408,365.0477161608,1.472e-005,0,iMU
4,E,-1,,365.0376868008,365.0377015208,1.472e-005,0,iMU
4,E,-1,,365.0276862408,365.0276868808,6.4e-007,4,altimeter
4,E,-1,,312.9337836808,312.9337984008,1.472e-005,0,iMU
4,E,-1,,312.9237690408,312.9237837608,1.472e-005,0,iMU
4,E,-1,,312.9037544008,312.9037691208,1.472e-005,0,iMU
4,E,-1,,312.8937397608,312.8937544808,1.472e-005,0,iMU
4,E,-1,,312.8837251208,312.8837398408,1.472e-005,0,iMU
4,E,-1,,260.7898225608,260.7898372808,1.472e-005,0,iMU
4,E,-1,,260.7798079208,260.7798226408,1.472e-005,0,iMU
4,E,-1,,260.7597932808,260.7598080008,1.472e-005,0,iMU
4,E,-1,,260.7497927208,260.7497933608,6.4e-007,4,altimeter
4,E,-1,,260.7397780808,260.7397928008,1.472e-005,0,iMU
4,E,-1,,260.7297634408,260.7297781608,1.472e-005,0,iMU
4,E,-1,,260.7197488008,260.7197635208,1.472e-005,0,iMU
4,E,-1,,208.6258462408,208.6258609608,1.472e-005,0,iMU
4,E,-1,,208.6058316008,208.6058463208,1.472e-005,0,iMU
4,E,-1,,208.5958169608,208.5958316808,1.472e-005,0,iMU
4,E,-1,,208.5858023208,208.5858170408,1.472e-005,0,iMU
4,E,-1,,208.5757876808,208.5758024008,1.472e-005,0,iMU
4,E,-1,,208.5657871208,208.5657877608,6.4e-007,4,altimeter
4,E,-1,,156.4718845608,156.4718992808,1.472e-005,0,iMU
4,E,-1,,156.4518699208,156.4518846408,1.472e-005,0,iMU
4,E,-1,,156.4418552808,156.4418700008,1.472e-005,0,iMU
4,E,-1,,156.4318406408,156.4318553608,1.472e-005,0,iMU
4,E,-1,,156.4218260008,156.4218407208,1.472e-005,0,iMU
4,E,-1,,104.3279234408,104.3279381608,1.472e-005,0,iMU
4,E,-1,,104.3079088008,104.3079235208,1.472e-005,0,iMU
4,E,-1,,104.2978941608,104.2979088808,1.472e-005,0,iMU
4,E,-1,,104.2878936008,104.2878942408,6.4e-007,4,altimeter
4,E,-1,,104.2778789608,104.2778936808,1.472e-005,0,iMU
4,E,-1,,104.2678643208,104.2678790408,1.472e-005,0,iMU
4,E,-1,,52.1739617608,52.1739764808,1.472e-005,0,iMU
4,E,-1,,52.1539471208,52.1539618408,1.472e-005,0,iMU
4,E,-1,,52.1439324808,52.1439472008,1.472e-005,0,iMU
4,E,-1,,52.1339178408,52.1339325608,1.472e-005,0,iMU
4,E,-1,,52.1239032008,52.1239179208,1.472e-005,0,iMU
4,E,-1,,0.0200147208,0.0200153608,6.4e-007,4,altimeter
4,E,-1,,0.0100000808,0.0100148008,1.472e-005,0,iMU
4,E,1,B,364.9337983208,365.0176862416,0.0838879,3,rectifyImage2
4,E,1,B,312.7898372008,312.8737251216,0.0838879,3,rectifyImage2
4,E,1,B,260.6258608808,260.7097488016,0.0838879,3,rectifyImage2
4,E,1,B,208.4718992008,208.5557871216,0.0838879,3,rectifyImage2
4,E,1,B,156.3279380808,156.4118260016,0.0838879,3,rectifyImage2
4,E,1,B,104.1739764008,104.2578643216,0.0838879,3,rectifyImage2
4,E,1,B,52.0300152808,52.1139032016,0.0838879,3,rectifyImage2
4,E,2,C,364.5733276,364.6572155208,0.0838879,6,rectifyImage1
4,E,2,C,312.47943968,312.5633276008,0.0838879,6,rectifyImage1
4,E,2,C,260.38555176,260.4694396808,0.0838879,6,rectifyImage1
4,E,2,C,208.29166384,208.3755517608,0.0838879,6,rectifyImage1
4,E,2,C,156.19777592,156.2816638408,0.0838879,6,rectifyImage1
4,E,2,C,104.103888,104.1877759208,0.0838879,6,rectifyImage1
4,E,2,C,52.01000008,52.0938880008,0.0838879,6,rectifyImage1
